,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage
74272,83125,Accident,2019-05-02,"Narita, Japan",Japan,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,185.0,UNK,,,2019,Boeing-737,186.0,0.0,0.0,100.0
74281,83134,Accident,2019-05-04,"Jacksonville, FL",United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,Turbo Fan,NSCH,0.0,1.0,0.0,142.0,IMC,,"An extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operator’s inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captain’s plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officer’s lack of experience.",2019,Boeing-737,143.0,0.0,0.6993006993006993,99.30069930069929
74329,83188,Accident,2019-05-13,"Seoul, South Korea",South Korea,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,82.0,UNK,,,2019,Boeing-737,83.0,0.0,0.0,100.0
74376,83241,Accident,2019-05-25,"Waycross, GA",United States,Non-Fatal,,Airplane,Boeing,7378H4,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,126.0,VMC,,"an encounter with convectively induced turbulence while penetrating cumulus clouds during descent.",2019,Boeing-7378H4,128.0,0.0,0.78125,99.21875
74395,83263,Accident,2019-05-29,"Fredericksburg, TX",United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1.0,Reciprocating,NSCH,0.0,0.0,1.0,0.0,VMC,,,2019,Boeing-B75N1,1.0,0.0,0.0,100.0
74410,83286,Incident,2019-06-01,"Unknown, Japan",Japan,Non-Fatal,,Airplane,Boeing,787,No,,,SCHD,0.0,0.0,0.0,163.0,UNK,,,2019,Boeing-787,163.0,0.0,0.0,100.0
74420,83298,Incident,2019-06-04,"Brussels, Belgium",Belgium,Non-Fatal,,Airplane,Boeing,737,No,,,NSCH,0.0,0.0,0.0,2.0,UNK,,,2019,Boeing-737,2.0,0.0,0.0,100.0
74483,83377,Incident,2019-06-15,"Lagos, Nigeria",Nigeria,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,113.0,UNK,,,2019,Boeing-737,113.0,0.0,0.0,100.0
74500,83401,Incident,2019-06-20,"Bandung, Indonesia",Indonesia,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,122.0,UNK,,,2019,Boeing-737,122.0,0.0,0.0,100.0
74578,83496,Incident,2019-07-03,"London, United Kingdom",United Kingdom,Non-Fatal,,Airplane,Boeing,777,No,,,SCHD,0.0,0.0,0.0,272.0,UNK,,,2019,Boeing-777,272.0,0.0,0.0,100.0
74614,83541,Incident,2019-07-11,"San Jose, Philippines",Philippines,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,156.0,UNK,,,2019,Boeing-737,156.0,0.0,0.0,100.0
74678,83624,Accident,2019-07-22,"San Juan, PR",United States,Non-Fatal,,Airplane,Boeing,767,No,2.0,,SCHD,0.0,1.0,1.0,216.0,UNK,,,2019,Boeing-767,218.0,0.0,0.4587155963302753,99.54128440366972
74740,83691,Incident,2019-08-03,"El Alto, Saint Barthelemy",Saint Barthelemy,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,99.0,UNK,,,2019,Boeing-737,99.0,0.0,0.0,100.0
74779,83736,Incident,2019-08-10,"Rome, Italy",Italy,Non-Fatal,Minor,Airplane,Boeing,787,No,,,SCHD,0.0,0.0,0.0,298.0,UNK,,,2019,Boeing-787,298.0,0.0,0.0,100.0
74792,83755,Incident,2019-08-15,"Shannon, Ireland",Ireland,Non-Fatal,Minor,Airplane,Boeing,767,No,2.0,Turbo Fan,,0.0,1.0,0.0,158.0,UNK,,,2019,Boeing-767,159.0,0.0,0.628930817610063,99.37106918238993
74795,83758,Accident,2019-08-15,"Beijing, China",China,Non-Fatal,,Airplane,Boeing,787,No,,,,0.0,1.0,1.0,223.0,UNK,,,2019,Boeing-787,225.0,0.0,0.4444444444444444,99.55555555555556
74808,83773,Incident,2019-08-18,"Ponta Delgada, Portugal",Portugal,Non-Fatal,Minor,Airplane,Boeing,757,No,2.0,Turbo Fan,,0.0,0.0,0.0,159.0,UNK,,,2019,Boeing-757,159.0,0.0,0.0,100.0
74875,83854,Incident,2019-08-31,"Cape Town, South Africa",South Africa,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,133.0,UNK,,,2019,Boeing-737,133.0,0.0,0.0,100.0
74935,83922,Accident,2019-09-11,"Chicago OHare, IL",United States,Non-Fatal,Minor,Airplane,Bombardier,Cl 600 2C10,No,,,SCHD,0.0,0.0,0.0,114.0,VMC,,,2019,Bombardier-Cl 600 2C10,114.0,0.0,0.0,100.0
75011,84009,Accident,2019-10-02,"Windsor Locks, CT",United States,Fatal,Destroyed,Airplane,Boeing,B17,No,4.0,Reciprocating,,7.0,1.0,5.0,0.0,VMC,,"The pilot’s failure to properly manage the airplane’s configuration and airspeed after he shut down the No. 4 engine following its partial loss of power during the initial climb. Contributing to the accident was the pilot/maintenance director’s inadequate maintenance while the airplane was on tour, which resulted in the partial loss of power to the Nos. 3 and 4 engines; the Collings Foundation’s ineffective safety management system (SMS), which failed to identify and mitigate safety risks; and the Federal Aviation Administration’s inadequate oversight of the Collings Foundation’s SMS.",2019,Boeing-B17,13.0,53.846153846153854,7.6923076923076925,38.46153846153847
75032,84036,Incident,2019-10-08,"Bamako, Mali",Mali,Non-Fatal,Minor,Airplane,Boeing,767,No,,,,0.0,0.0,0.0,102.0,UNK,,,2019,Boeing-767,102.0,0.0,0.0,100.0
75147,84182,Incident,2019-11-10,"Madrid, Spain",Spain,Non-Fatal,Minor,Airplane,Bombardier,Cl600 2B19,No,,,,0.0,0.0,0.0,2.0,UNK,,,2019,Bombardier-Cl600 2B19,2.0,0.0,0.0,100.0
75160,84196,Incident,2019-11-14,"Leipzig, Germany",Germany,Non-Fatal,Minor,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2019,Boeing-747,3.0,0.0,0.0,100.0
75180,84221,Accident,2019-11-23,"Bogota, Colombia",Colombia,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,93.0,UNK,,,2019,Boeing-737,93.0,0.0,0.0,100.0
75233,84286,Incident,2019-12-16,"Shannon, Ireland",Ireland,Non-Fatal,,Airplane,Boeing,767,No,2.0,Turbo Fan,NSCH,0.0,0.0,0.0,11.0,UNK,,,2019,Boeing-767,11.0,0.0,0.0,100.0
75244,84298,Accident,2019-12-19,"Chicago, IL",United States,Non-Fatal,,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,1.0,184.0,VMC,,,2019,Boeing-737,185.0,0.0,0.0,100.0
75258,84316,Accident,2019-12-23,"Denver, CO",United States,Non-Fatal,Substantial,Airplane,Boeing,737824,No,2.0,,SCHD,0.0,0.0,0.0,178.0,UNK,,,2019,Boeing-737824,178.0,0.0,0.0,100.0
75293,84360,Incident,2020-01-05,"Halifax, Canada",Canada,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,178.0,UNK,,,2020,Boeing-737,178.0,0.0,0.0,100.0
75300,84369,Accident,2020-01-08,"Tehran, Iran (Islamic Republic of)",Iran,Fatal,Destroyed,Airplane,Boeing,737,No,,,SCHD,176.0,0.0,0.0,0.0,UNK,,,2020,Boeing-737,176.0,100.0,0.0,0.0
75303,84372,Accident,2020-01-08,"New York, NY",United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,121.0,UNK,,failure of the deicing truck driver to maintain appropriate clearance from the airplane.,2020,Boeing-737,121.0,0.0,0.0,100.0
75312,84381,Accident,2020-01-12,"Fukuoka, Japan",Japan,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,173.0,UNK,,,2020,Boeing-737,174.0,0.0,0.0,100.0
75325,84402,Accident,2020-01-20,"Ciampino, Italy",Italy,Non-Fatal,Minor,Airplane,Boeing,767,No,,,,0.0,0.0,0.0,4.0,UNK,,,2020,Boeing-767,4.0,0.0,0.0,100.0
75358,84442,Incident,2020-01-31,"Dammam, Saudi Arabia",Saudi Arabia,Non-Fatal,Minor,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2020,Boeing-747,3.0,0.0,0.0,100.0
75367,84456,Accident,2020-02-05,"Istanbul, Turkey",Turkey,Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,3.0,161.0,19.0,0.0,UNK,,,2020,Boeing-737,183.0,1.639344262295082,87.97814207650275,10.382513661202186
75376,84466,Accident,2020-02-07,"Waynesville, NC",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl6002D24,No,,Turbo Fan,SCHD,0.0,22.0,1.0,51.0,VMC,,"An encounter with severe convective turbulence associated with a strong sheared environment associated with the jet stream.",2020,Bombardier-Cl6002D24,74.0,0.0,29.72972972972973,70.27027027027027
75383,84474,Incident,2020-02-09,"San Jose, Philippines",Philippines,Non-Fatal,,Airplane,Boeing,757,No,2.0,,SCHD,0.0,0.0,0.0,194.0,UNK,,,2020,Boeing-757,194.0,0.0,0.0,100.0
75384,84476,Accident,2020-02-09,"Komi, Russia",Russia,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,100.0,UNK,,,2020,Boeing-737,100.0,0.0,0.0,100.0
75399,84493,Accident,2020-02-15,"Incheon, Kenya",Kenya,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,2.0,1.0,84.0,UNK,,,2020,Boeing-737,87.0,0.0,2.2988505747126435,97.70114942528735
75428,84524,Accident,2020-02-23,"Calgary, Canada",Canada,Non-Fatal,,Airplane,Bombardier,Cl600 2B16,No,,,,0.0,0.0,0.0,13.0,UNK,,,2020,Bombardier-Cl600 2B16,13.0,0.0,0.0,100.0
75431,84527,Accident,2020-02-25,"Papua, Indonesia",Indonesia,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,NSCH,0.0,0.0,0.0,4.0,UNK,,,2020,Boeing-737,4.0,0.0,0.0,100.0
75472,84578,Accident,2020-03-08,"Shannon, Ireland",Ireland,Non-Fatal,Substantial,Airplane,Boeing,767,No,2.0,Turbo Fan,,0.0,0.0,0.0,181.0,UNK,,,2020,Boeing-767,181.0,0.0,0.0,100.0
75499,84606,Accident,2020-03-21,"Las Vegas, NV",United States,Non-Fatal,Substantial,Airplane,Boeing,757,No,2.0,,SCHD,0.0,0.0,0.0,127.0,VMC,,"the excessive pitch attitude at touchdown.",2020,Boeing-757,127.0,0.0,0.0,100.0
75543,84661,Accident,2020-04-12,"Matsuyama, Japan",Japan,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,25.0,UNK,,,2020,Boeing-737,26.0,0.0,0.0,100.0
75641,84770,Accident,2020-05-19,"Victorville, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,95.0,VMC,,,2020,Boeing-737,95.0,0.0,0.0,100.0
75734,84878,Incident,2020-06-11,"Banjarmasin, Indonesia",Indonesia,Non-Fatal,Minor,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,37.0,UNK,,,2020,Boeing-737,37.0,0.0,0.0,100.0
75824,84989,Accident,2020-07-05,"Chino, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,B75,No,,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,,2020,Boeing-B75,2.0,0.0,0.0,100.0
75832,84997,Accident,2020-07-05,"Orlando, FL",United States,Non-Fatal,,Airplane,Boeing,7377H4,No,2.0,,SCHD,0.0,1.0,1.0,3.0,UNK,,,2020,Boeing-7377H4,5.0,0.0,20.0,80.0
75878,85050,Accident,2020-07-14,"Durban, South Africa",South Africa,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,1.0,116.0,UNK,,,2020,Boeing-737,117.0,0.0,0.0,100.0
75933,85118,Incident,2020-07-28,"Wamena, Indonesia",Indonesia,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,3.0,UNK,,,2020,Boeing-737,3.0,0.0,0.0,100.0
76023,85226,Accident,2020-08-19,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,767,No,2.0,Turbo Fan,NSCH,0.0,0.0,1.0,1.0,UNK,,,2020,Boeing-767,2.0,0.0,0.0,100.0
76059,85270,Accident,2020-08-28,"Bucharest, Romania",Romania,Non-Fatal,Substantial,Airplane,Boeing,767,No,2.0,Turbo Fan,,0.0,0.0,0.0,66.0,UNK,,,2020,Boeing-767,66.0,0.0,0.0,100.0
76065,85277,Accident,2020-08-29,"Tokyo, Japan",Japan,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,76.0,UNK,,,2020,Boeing-737,76.0,0.0,0.0,100.0
76104,85320,Incident,2020-09-10,"Gallivare, Sweden",Sweden,Non-Fatal,Minor,Airplane,Bombardier,Cl600 2D24,No,,,SCHD,0.0,0.0,0.0,23.0,UNK,,,2020,Bombardier-Cl600 2D24,23.0,0.0,0.0,100.0
76191,85430,Accident,2020-09-30,"Anchorage, AK",United States,Non-Fatal,,Airplane,Boeing,777,No,,,SCHD,0.0,0.0,1.0,251.0,UNK,,,2020,Boeing-777,252.0,0.0,0.0,100.0
76194,85435,Incident,2020-10-02,"London, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,Boeing,787,No,,,,0.0,0.0,0.0,67.0,UNK,,,2020,Boeing-787,67.0,0.0,0.0,100.0
76202,85443,Incident,2020-10-03,"Amsterdam, Netherlands (the)",Netherlands,Non-Fatal,Unknown,Airplane,Boeing,787800,No,,,,0.0,0.0,0.0,186.0,UNK,,,2020,Boeing-787800,186.0,0.0,0.0,100.0
76258,85513,Incident,2020-10-20,"Valencia, Venezuela",Venezuela,Non-Fatal,,Airplane,Boeing,727,No,,,SCHD,0.0,0.0,0.0,3.0,UNK,,,2020,Boeing-727,3.0,0.0,0.0,100.0
76339,85607,Accident,2020-11-14,"Phoenix, AZ",United States,Non-Fatal,,Airplane,Bombardier,Cl600 2C10,No,2.0,,SCHD,0.0,0.0,1.0,60.0,VMC,,"The flight attendant’s use of improper procedures when opening the main cabin door.",2020,Bombardier-Cl600 2C10,61.0,0.0,0.0,100.0
76367,85641,Incident,2020-11-27,"Singapore, Senegal",Senegal,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,6.0,UNK,,,2020,Boeing-737,6.0,0.0,0.0,100.0
76376,85653,Incident,2020-12-02,"Garowe, Somalia",Somalia,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,39.0,UNK,,,2020,Boeing-737,39.0,0.0,0.0,100.0
76382,85661,Incident,2020-12-05,"Katowice, Poland",Poland,Non-Fatal,Minor,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,2.0,UNK,,,2020,Boeing-737,2.0,0.0,0.0,100.0
76438,85728,Incident,2020-12-30,"San Jose, OF",Philippines,Non-Fatal,Minor,Airplane,Boeing,737824,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,129.0,UNK,,,2020,Boeing-737824,129.0,0.0,0.0,100.0
76457,85751,Incident,2021-01-06,"Mexico City, Mexico",Mexico,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,160.0,UNK,,,2021,Boeing-737,160.0,0.0,0.0,100.0
76460,85754,Accident,2021-01-09,"Jakarta, Indonesia",Indonesia,Fatal,Destroyed,Airplane,Boeing,737,No,,,SCHD,62.0,0.0,0.0,0.0,UNK,,,2021,Boeing-737,62.0,100.0,0.0,0.0
76482,85777,Accident,2021-01-17,"Dubai, Turks And Caicos",Turks And Caicos,Non-Fatal,,Airplane,Boeing,777,No,,,,0.0,0.0,1.0,63.0,UNK,,,2021,Boeing-777,64.0,0.0,0.0,100.0
76504,85804,Incident,2021-01-26,"Karachi, Pakistan",Pakistan,Non-Fatal,,Airplane,Boeing,747,No,4.0,,NSCH,0.0,0.0,0.0,10.0,UNK,,,2021,Boeing-747,10.0,0.0,0.0,100.0
76507,85809,Incident,2021-01-27,"Sydney, Australia",Australia,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-737,2.0,0.0,0.0,100.0
76519,85823,Accident,2021-02-01,"Narita, Japan",Japan,Non-Fatal,Substantial,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-747,2.0,0.0,0.0,100.0
76537,85846,Incident,2021-02-07,"London, United Kingdom",United Kingdom,Non-Fatal,,Airplane,Boeing,777,No,,,,0.0,0.0,0.0,12.0,UNK,,,2021,Boeing-777,12.0,0.0,0.0,100.0
76564,85878,Incident,2021-02-20,"Broomfield, CO",United States,Non-Fatal,Minor,Airplane,Boeing,777222,No,2.0,,SCHD,0.0,0.0,0.0,239.0,UNK,,,2021,Boeing-777222,239.0,0.0,0.0,100.0
76566,85880,Accident,2021-02-20,"Vijayawada, OF",India,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,137.0,UNK,,,2021,Boeing-737,137.0,0.0,0.0,100.0
76592,85913,Incident,2021-02-27,"Panama City, Panama",Panama,Non-Fatal,,Airplane,Boeing,767316,No,2.0,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2021,Boeing-767316,3.0,0.0,0.0,100.0
76645,85972,Accident,2021-03-15,"Dallas, TX",United States,Non-Fatal,,Airplane,Boeing,777223,No,2.0,,SCHD,0.0,0.0,1.0,261.0,VMC,,,2021,Boeing-777223,262.0,0.0,0.0,100.0
76649,85978,Accident,2021-03-16,"Los Angeles, CA",United States,Non-Fatal,,Airplane,Bombardier,Cl6002C10,No,2.0,,SCHD,0.0,0.0,1.0,65.0,UNK,,,2021,Bombardier-Cl6002C10,66.0,0.0,0.0,100.0
76663,85997,Accident,2021-03-20,"Jakarta, Indonesia",Indonesia,Non-Fatal,Destroyed,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,4.0,UNK,,,2021,Boeing-737,4.0,0.0,0.0,100.0
76687,86026,Incident,2021-03-27,"Jakarta, Indonesia",Indonesia,Non-Fatal,,,Boeing,737,No,,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-737,2.0,0.0,0.0,100.0
76790,86140,Incident,2021-04-24,"Rotterdam, Netherlands (the)",Netherlands,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,65.0,UNK,,,2021,Boeing-737,65.0,0.0,0.0,100.0
76802,86153,Accident,2021-04-26,"Denver, CO",United States,Non-Fatal,Substantial,Airplane,Boeing,A75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,"The pilot’s failure to maintain directional control during the landing roll with variable and gusty wind conditions.

",2021,Boeing-A75,1.0,0.0,0.0,100.0
76865,86224,Incident,2021-05-11,"Cayo Coco, Cuba",Cuba,Non-Fatal,Minor,Airplane,Boeing,777,No,,,,0.0,0.0,0.0,455.0,UNK,,,2021,Boeing-777,455.0,0.0,0.0,100.0
76909,86277,Accident,2021-05-21,"Chicago, IL",United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,2.0,,SCHD,0.0,0.0,0.0,214.0,UNK,,,2021,Boeing-737,214.0,0.0,0.0,100.0
76917,86287,Accident,2021-05-23,"Ventura, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,,"The partial loss of engine power, during cruise flight, due to the formation of carburetor ice, which resulted in a forced landing to an open field where the airplane nosed over. ",2021,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
76924,86295,Accident,2021-05-26,"Hollister, CA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,,,0.0,2.0,0.0,0.0,UNK,,,2021,Boeing-A75N1Pt17,2.0,0.0,100.0,0.0
76932,86307,Accident,2021-05-28,"Dallas, TX",United States,Non-Fatal,Substantial,Airplane,Boeing,737823,No,2.0,,SCHD,0.0,0.0,0.0,166.0,UNK,,,2021,Boeing-737823,166.0,0.0,0.0,100.0
76937,86313,Accident,2021-05-28,"Yesan, South Korea",South Korea,Non-Fatal,,Airplane,Boeing,767,No,,,SCHD,0.0,0.0,1.0,237.0,UNK,,,2021,Boeing-767,238.0,0.0,0.0,100.0
76981,86363,Accident,2021-06-07,"Kolkata, India",India,Non-Fatal,,Airplane,Boeing,737,No,,,,0.0,1.0,2.0,111.0,UNK,,,2021,Boeing-737,114.0,0.0,0.8771929824561403,99.12280701754385
76990,86373,Incident,2021-06-11,"San Diego, CA",United States,Non-Fatal,,Airplane,Boeing,7378H4,No,2.0,,SCHD,0.0,0.0,0.0,77.0,VMC,,,2021,Boeing-7378H4,77.0,0.0,0.0,100.0
76998,86382,Accident,2021-06-13,"Elwood, NE",United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1.0,,NSCH,0.0,1.0,0.0,0.0,VMC,,,2021,Boeing-B75N1,1.0,0.0,100.0,0.0
77015,86402,Accident,2021-06-16,"Derbyshire, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,Boeing,737,No,,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-737,2.0,0.0,0.0,100.0
77104,86500,Accident,2021-07-02,"Honolulu, HI",United States,Non-Fatal,Destroyed,Airplane,Boeing,737275C,No,2.0,,NSCH,0.0,1.0,1.0,0.0,VMC,,,2021,Boeing-737275C,2.0,0.0,50.0,50.0
77114,86511,Accident,2021-07-04,"Luneburg, Germany",Germany,Non-Fatal,Substantial,Airplane,Boeing,A75N1Pt17,No,1.0,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
77126,86525,Incident,2021-07-06,"Ballarat, OF",Australia,Non-Fatal,,Airplane,Boeing,737,No,2.0,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-737,2.0,0.0,0.0,100.0
77134,86534,Incident,2021-07-07,"Enroute, Germany",Germany,Non-Fatal,,,Boeing,737,No,,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-737,2.0,0.0,0.0,100.0
77196,86609,Accident,2021-07-23,"Baraboo, WI",United States,Non-Fatal,Substantial,Airplane,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,,"The pilot’s failure to maintain clearance from the fence while on final approach.",2021,Boeing-E75,1.0,0.0,0.0,100.0
77215,86630,Accident,2021-07-25,"Nice, OF",Italy,Non-Fatal,,Airplane,Boeing,737,No,,,SCHD,0.0,1.0,1.0,184.0,UNK,,,2021,Boeing-737,186.0,0.0,0.5376344086021506,99.46236559139786
77219,86634,Accident,2021-07-26,"Truckee, CA",United States,Fatal,Destroyed,Airplane,Bombardier,Cl6002B16,No,2.0,,,6.0,0.0,0.0,0.0,VMC,,,2021,Bombardier-Cl6002B16,6.0,100.0,0.0,0.0
77230,86647,Accident,2021-07-28,"Lexington, KY",United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,1.0,,,0.0,0.0,0.0,2.0,VMC,,,2021,Boeing-B75N1,2.0,0.0,0.0,100.0
77233,86652,Incident,2021-07-28,"Zhengzhou City, China",China,Non-Fatal,,Airplane,Boeing,747,No,,,NSCH,0.0,0.0,0.0,4.0,UNK,,,2021,Boeing-747,4.0,0.0,0.0,100.0
77352,86792,Accident,2021-08-24,"SeaTac, WA",United States,Non-Fatal,,Airplane,Boeing,737990Er,No,2.0,,SCHD,0.0,3.0,1.0,130.0,UNK,,,2021,Boeing-737990Er,134.0,0.0,2.238805970149253,97.76119402985077
77383,86831,Accident,2021-09-01,"Seattle, WA",United States,Non-Fatal,,Airplane,Boeing,767332,No,2.0,,SCHD,0.0,1.0,1.0,37.0,VMC,,,2021,Boeing-767332,39.0,0.0,2.564102564102564,97.43589743589745
77396,86846,Accident,2021-09-04,"Sandbanks, Poole, Dorset, OF",United Kingdom,Non-Fatal,Unknown,Airplane,Boeing,A75N1Pt17,No,1.0,,,0.0,0.0,0.0,2.0,UNK,,,2021,Boeing-A75N1Pt17,2.0,0.0,0.0,100.0
77453,86913,Accident,2021-09-17,"Delta, CO",United States,Fatal,Substantial,Airplane,Boeing,A75,No,1.0,,,1.0,0.0,0.0,0.0,VMC,,,2021,Boeing-A75,1.0,100.0,0.0,0.0
77455,86915,Accident,2021-09-17,"Asheville, NC",United States,Non-Fatal,Substantial,Airplane,Bombardier,Cl6002B19,No,2.0,,SCHD,0.0,0.0,0.0,51.0,UNK,,,2021,Bombardier-Cl6002B19,51.0,0.0,0.0,100.0
77498,86968,Accident,2021-09-27,"Newark, NJ",United States,Non-Fatal,Substantial,Airplane,Boeing,757224,No,2.0,,SCHD,0.0,0.0,0.0,172.0,UNK,,,2021,Boeing-757224,172.0,0.0,0.0,100.0
77519,86990,Accident,2021-09-30,"Nicholson, PA",United States,Non-Fatal,Substantial,Airplane,Boeing,E75,No,1.0,,,0.0,0.0,0.0,2.0,VMC,,,2021,Boeing-E75,2.0,0.0,0.0,100.0
77526,86998,Accident,2021-10-02,"Winnie, TX",United States,Non-Fatal,Substantial,Airplane,Boeing,Pt17,No,1.0,,,0.0,1.0,0.0,0.0,VMC,,,2021,Boeing-Pt17,1.0,0.0,100.0,0.0
77558,87037,Accident,2021-10-09,"Lexington, VA",United States,Non-Fatal,,Airplane,Boeing,7378H4,No,2.0,,SCHD,0.0,0.0,1.0,111.0,UNK,,,2021,Boeing-7378H4,112.0,0.0,0.0,100.0
77575,87055,Incident,2021-10-13,"Hong Kong, Hong Kong",Hong Kong,Non-Fatal,,Airplane,Boeing,737800,No,,,,0.0,0.0,0.0,4.0,UNK,,,2021,Boeing-737800,4.0,0.0,0.0,100.0
77634,87124,Incident,2021-10-31,"Vogo, India",India,Non-Fatal,,Airplane,Boeing,7879,No,,,SCHD,0.0,0.0,0.0,276.0,UNK,,,2021,Boeing-7879,276.0,0.0,0.0,100.0
77638,87129,Incident,2021-11-03,"Baradero, Argentina",Argentina,Non-Fatal,,Airplane,Boeing,7879,No,2.0,,SCHD,0.0,0.0,0.0,159.0,UNK,,,2021,Boeing-7879,159.0,0.0,0.0,100.0
77697,87202,Accident,2021-11-21,"Atlantic Ocean, OF",United States,Non-Fatal,,Airplane,Bombardier,Bd1001A10,No,2.0,,NSCH,0.0,0.0,1.0,6.0,VMC,,,2021,Bombardier-Bd1001A10,7.0,0.0,0.0,100.0
77707,87215,Incident,2021-11-25,"Bogata, Colombia",Colombia,Non-Fatal,Minor,Airplane,Boeing,767332,No,2.0,,,0.0,0.0,0.0,206.0,UNK,,,2021,Boeing-767332,206.0,0.0,0.0,100.0
77715,87225,Accident,2021-11-29,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,Boeing,7474B5F,No,4.0,,NSCH,0.0,0.0,0.0,3.0,UNK,,,2021,Boeing-7474B5F,3.0,0.0,0.0,100.0
